,Year,Term,Course,Section,Cross listing 1,Cross listing 2,Cross listing 3,Gender,Age,Student Status,Major ,College,Race,Ethnicity,Citizenship,Residency
531,2020,Fall,NFSC230,0101,,,,Female,,Undergraduate,GOVT & POLIT,BSOS,Hispanic,Hispanic Yes,,
532,2020,Fall,NFSC230,0101,,,,Male,,Undergraduate,ANTHROPOLOGY,BSOS,White,Hispanic No,,
1,2021,Winter,CLAS308G,GC01,,,,Male,25.0,Undergraduate,PHILOSOPHY,ARHU,Asian,Hispanic No,US Citizen,Resident
2,2021,Winter,CLAS308G,GC01,,,,Female,20.0,Undergraduate,JOURNALISM,JOUR,White,Hispanic No,US Citizen,Resident
3,2021,Winter,CLAS308G,GC01,,,,Male,20.0,Undergraduate,CLASSICS,ARHU,Two or More,Hispanic No,US Citizen,Resident
4,2021,Winter,CLAS308G,GC01,,,,Female,20.0,Undergraduate,COMP ENGIN,ENGR,Asian,Hispanic No,US Citizen,Resident
5,2021,Winter,CLAS308G,GC01,,,,Male,19.0,Undergraduate,PHYSICS,CMNS,White,Hispanic No,US Citizen,Resident
6,2021,Winter,CLAS308G,GC01,,,,Male,20.0,Undergraduate,CLASSICS,ARHU,White,Hispanic No,US Citizen,Non-resident
7,2021,Winter,CLAS308G,GC01,,,,Female,25.0,Undergraduate,HISTORY,ARHU,Unknown,Hispanic Unknown,US Citizen,Resident
8,2021,Winter,CLAS308G,GC01,,,,Female,31.0,Undergraduate,CLASSICS,ARHU,Hispanic,Hispanic Yes,US Citizen,Military
9,2021,Winter,ENGL391,GC01,,,,Male,23.0,Undergraduate,PUB POLICY,PLCY,White,Hispanic No,US Citizen,Resident
10,2021,Winter,ENGL391,GC01,,,,Male,24.0,Undergraduate,ENGLISH,ARHU,Hispanic,Hispanic Yes,US Citizen,Resident
11,2021,Winter,ENGL391,GC01,,,,Female,22.0,Undergraduate,AGR&RES ECON,AGNR,Two or More,Hispanic No,US Citizen,Resident
12,2021,Winter,ENGL391,GC01,,,,Male,22.0,Undergraduate,LTSC UNDECID,LTSC,Asian,Hispanic No,US Citizen,Resident
13,2021,Winter,ENGL391,GC01,,,,Male,21.0,Undergraduate,OM BA,BMGT,White,Hispanic No,US Citizen,Resident
14,2021,Winter,ENGL391,GC01,,,,Male,23.0,Undergraduate,CRIM-JUSTICE,BSOS,Black or African American,Hispanic No,Perm Resdnt,Resident
15,2021,Winter,ENGL391,GC01,,,,Male,21.0,Undergraduate,MUS PROF VOI,ARHU,Two or More,Hispanic No,US Citizen,Non-resident
16,2021,Winter,ENGL391,GC01,,,,Female,22.0,Undergraduate,PSYCH BS,BSOS,Hispanic,Hispanic Yes,US Citizen,Resident
17,2021,Winter,ENGL391,GC01,,,,Female,20.0,Undergraduate,BIO SCI:GENB,CMNS,White,Hispanic No,US Citizen,Non-resident
18,2021,Winter,ENGL391,GC01,,,,Female,20.0,Undergraduate,BIO SCI:PHNB,CMNS,Black or African American,Hispanic No,US Citizen,Resident
19,2021,Winter,ENGL391,GC01,,,,Male,20.0,Undergraduate,MATHEMATICS,CMNS,White,Hispanic No,US Citizen,Resident
20,2021,Winter,ENGL391,GC01,,,,Female,20.0,Undergraduate,HISTORY,ARHU,White,Hispanic No,US Citizen,Resident
21,2021,Winter,ENGL391,GC01,,,,Male,23.0,Undergraduate,PHILOSOPHY,ARHU,Black or African American,Hispanic No,US Citizen,Non-resident
22,2021,Winter,ENGL391,GC01,,,,Female,22.0,Undergraduate,THEATRE,ARHU,White,Hispanic No,US Citizen,Resident
23,2021,Winter,ENGL391,GC01,,,,Female,22.0,Undergraduate,ENGLISH,ARHU,White,Hispanic No,US Citizen,Resident
24,2021,Winter,ENGL391,GC01,,,,Male,23.0,Undergraduate,MATH-APPLIED,CMNS,White,Hispanic No,US Citizen,Resident
25,2021,Winter,ENGL391,GC01,,,,Female,31.0,Undergraduate,LINGUISTICS,ARHU,Unknown,Hispanic Unknown,Forgn Student,Non-resident
26,2021,Winter,ENGL391,GC01,,,,Female,20.0,Undergraduate,KINESIOLOGY,SPHL,White,Hispanic No,US Citizen,Resident
27,2021,Winter,ENGL391,GC01,,,,Female,20.0,Undergraduate,ED-ELEM-PRE,EDUC,Asian,Hispanic No,US Citizen,Resident
28,2021,Winter,ENGL391,GC02,,,,Male,26.0,Undergraduate,SOCIOLOGY,BSOS,White,Hispanic No,US Citizen,Resident
29,2021,Winter,ENGL391,GC02,,,,Male,24.0,Undergraduate,GEOLOGY,CMNS,White,Hispanic No,US Citizen,Resident
30,2021,Winter,ENGL391,GC02,,,,Male,23.0,Undergraduate,INFO SCI,INFO,Asian,Hispanic No,US Citizen,Resident
31,2021,Winter,ENGL391,GC02,,,,Male,22.0,Undergraduate,BIO SCI:PHNB,CMNS,Asian,Hispanic No,US Citizen,Resident
32,2021,Winter,ENGL391,GC02,,,,Female,22.0,Undergraduate,PSYCHOLOGY,BSOS,White,Hispanic No,US Citizen,Resident
33,2021,Winter,ENGL391,GC02,,,,Male,22.0,Undergraduate,HISTORY,ARHU,White,Hispanic No,US Citizen,Resident
34,2021,Winter,ENGL391,GC02,,,,Female,21.0,Undergraduate,GVPT INTLREL,BSOS,Black or African American,Hispanic No,US Citizen,Resident
35,2021,Winter,ENGL391,GC02,,,,Male,22.0,Undergraduate,INFO SCI,INFO,Two or More,Hispanic No,US Citizen,Resident
36,2021,Winter,ENGL391,GC02,,,,Female,24.0,Undergraduate,GVPT INTLREL,BSOS,Hispanic,Hispanic Yes,US Citizen,Resident
37,2021,Winter,ENGL391,GC02,,,,Male,21.0,Undergraduate,ARCH,ARCH,White,Hispanic No,US Citizen,Resident
38,2021,Winter,ENGL391,GC02,,,,Female,20.0,Undergraduate,INFO SCI,INFO,White,Hispanic No,US Citizen,Resident
39,2021,Winter,ENGL391,GC02,,,,Male,20.0,Undergraduate,COMPUTER SCI,CMNS,White,Hispanic No,US Citizen,Non-resident
40,2021,Winter,ENGL391,GC02,,,,Male,20.0,Undergraduate,ENGR-FIRE,ENGR,Two or More,Hispanic No,US Citizen,Resident
41,2021,Winter,ENGL391,GC02,,,,Male,22.0,Undergraduate,KINESIOLOGY,SPHL,White,Hispanic No,US Citizen,Resident
42,2021,Winter,ENGL391,GC02,,,,Female,18.0,Undergraduate,ARCH,ARCH,White,Hispanic No,US Citizen,Resident
43,2021,Winter,HONR338B,GC01,LARC300,HONR348N,,Female,22.0,Undergraduate,ART HISTORY,ARHU,Asian,Hispanic No,US Citizen,Resident
44,2021,Winter,HONR338B,GC01,LARC300,HONR348N,,Female,21.0,Undergraduate,ANIMAL SCI,AGNR,White,Hispanic No,US Citizen,Non-resident
45,2021,Winter,HONR338B,GC01,LARC300,HONR348N,,Female,20.0,Undergraduate,ENGR-ELEC,ENGR,Black or African American,Hispanic No,US Citizen,Resident
46,2021,Winter,HONR338B,GC01,LARC300,HONR348N,,Male,21.0,Undergraduate,PHYSICS,CMNS,Hispanic,Hispanic Yes,US Citizen,Non-resident
47,2021,Winter,HONR338B,GC01,LARC300,HONR348N,,Female,19.0,Undergraduate,ENGR-ELEC,ENGR,Hispanic,Hispanic Yes,US Citizen,Resident
48,2021,Winter,HONR338B,GC01,LARC300,HONR348N,,Female,20.0,Undergraduate,MGMT,BMGT,Asian,Hispanic No,US Citizen,Resident
49,2021,Winter,LARC489N,GC01,,,,Female,24.0,Undergraduate,LNDSCPE ARCH,AGNR,Asian,Hispanic No,US Citizen,Resident
50,2021,Winter,LARC489N,GC01,,,,Female,22.0,Undergraduate,ENV S&P-EAGR,AGNR,White,Hispanic No,US Citizen,Non-resident
51,2021,Winter,LARC489N,GC01,,,,Male,21.0,Undergraduate,PUB HLTH SCI,SPHL,White,Hispanic No,US Citizen,Resident
52,2021,Winter,LARC489N,GC01,,,,Female,21.0,Undergraduate,ENV S&P-LAND,BSOS,White,Hispanic No,US Citizen,Resident
53,2021,Winter,LARC489N,GC01,,,,Female,20.0,Undergraduate,ANTHROPOLOGY,BSOS,White,Hispanic No,US Citizen,Resident
54,2021,Winter,LARC489N,GC01,,,,Female,20.0,Undergraduate,ECONOMICS-BS,BSOS,White,Hispanic No,US Citizen,Resident
55,2021,Winter,LARC489N,GC01,,,,Male,20.0,Undergraduate,ARCH,ARCH,White,Hispanic No,US Citizen,Resident
56,2021,Winter,LARC489N,GC01,,,,Male,25.0,Undergraduate,LNDSCPE ARCH,AGNR,Black or African American,Hispanic No,Perm Resdnt,Resident
57,2021,Winter,LARC489N,GC01,,,,Female,21.0,Undergraduate,ANIMAL SCI,AGNR,White,Hispanic No,US Citizen,Resident
1,2021,Spring,ARCH601,0101,,,,Female,24.0,Graduate,ARCH/COMM PL,ARCH,Hispanic,Hispanic Yes,Perm Resdnt,Resident
2,2021,Spring,ARCH601,0101,,,,Male,22.0,Graduate,ARCHITECTURE,ARCH,White,Hispanic No,US Citizen,Resident
3,2021,Spring,ARCH601,0101,,,,Female,22.0,Graduate,ARCHITECTURE,ARCH,Hispanic,Hispanic Yes,US Citizen,Resident
4,2021,Spring,ARCH601,0101,,,,Female,22.0,Graduate,ARCHITECTURE,ARCH,White,Hispanic No,US Citizen,Resident
5,2021,Spring,ARCH601,0101,,,,Female,22.0,Graduate,ARCHITECTURE,ARCH,Black or African American,Hispanic No,US Citizen,Resident
6,2021,Spring,ARCH601,0101,,,,Female,27.0,Graduate,ARCHITECTURE,ARCH,Hispanic,Hispanic Yes,US Citizen,Resident
7,2021,Spring,ARCH601,0101,,,,Female,42.0,Graduate,ARCHITECTURE,ARCH,Asian,Hispanic No,US Citizen,Resident
8,2021,Spring,ARCH601,0101,,,,Male,31.0,Graduate,HISPRES/ARCH,ARCH,Unknown,Hispanic Unknown,US Citizen,Non-resident
9,2021,Spring,ARCH601,0101,,,,Female,36.0,Graduate,ARCHITECTURE,ARCH,Two or More,Hispanic No,US Citizen,Resident
10,2021,Spring,ARCH601,0101,,,,Female,23.0,Graduate,ARCHITECTURE,ARCH,Hispanic,Hispanic Yes,US Citizen,Resident
11,2021,Spring,AREC360,0101,,,,Male,21.0,Undergraduate,BIO SCI:PHNB,CMNS,Asian,Hispanic No,US Citizen,Resident
12,2021,Spring,AREC360,0101,,,,Female,21.0,Undergraduate,BIO SCI:PHNB,CMNS,Black or African American,Hispanic No,Perm Resdnt,Resident
13,2021,Spring,AREC360,0101,,,,Female,20.0,Undergraduate,BIO SCI:GENB,CMNS,Unknown,Hispanic No,US Citizen,Resident
14,2021,Spring,AREC360,0101,,,,Female,19.0,Undergraduate,ENV S&P-PLTC,BSOS,White,Hispanic No,US Citizen,Resident
15,2021,Spring,AREC360,0101,,,,Female,19.0,Undergraduate,ANIMAL SCI,AGNR,White,Hispanic No,US Citizen,Resident
16,2021,Spring,AREC360,0101,,,,Female,19.0,Undergraduate,SOCIOLOGY,BSOS,Asian,Hispanic No,US Citizen,Resident
17,2021,Spring,AREC360,0101,,,,Female,20.0,Undergraduate,GVPT INTLREL,BSOS,Hispanic,Hispanic Yes,US Citizen,Non-resident
18,2021,Spring,AREC360,0101,,,,Female,20.0,Undergraduate,GOVT & POLIT,BSOS,White,Hispanic No,US Citizen,Resident
19,2021,Spring,AREC360,0101,,,,Female,20.0,Undergraduate,ARCH,ARCH,White,Hispanic No,US Citizen,Resident
20,2021,Spring,AREC360,0101,,,,Female,19.0,Undergraduate,PSYCH BS,BSOS,White,Hispanic No,US Citizen,Resident
21,2021,Spring,AREC360,0101,,,,Female,18.0,Undergraduate,PLSC BIOL,AGNR,White,Hispanic No,US Citizen,Resident
22,2021,Spring,AREC360,0101,,,,Female,18.0,Undergraduate,BTAA MSU,SPEC,White,Hispanic No,US Citizen,Resident except for admissions
23,2021,Spring,BIOE461,0101,,,,Female,24.0,Undergraduate,BIO ENGR,ENGR,Black or African American,Hispanic No,US Citizen,Resident
24,2021,Spring,BIOE461,0101,,,,Female,24.0,Undergraduate,BIO ENGR,ENGR,Unknown,Hispanic No,US Citizen,Resident
25,2021,Spring,BIOE461,0101,,,,Male,23.0,Undergraduate,BIO ENGR,ENGR,Black or African American,Hispanic No,Deferred Action,USM Nonresident Tuition Exempt
26,2021,Spring,BIOE461,0101,,,,Male,23.0,Undergraduate,BIO ENGR,ENGR,White,Hispanic No,US Citizen,Resident
27,2021,Spring,BIOE461,0101,,,,Female,21.0,Undergraduate,BIO ENGR,ENGR,Black or African American,Hispanic No,Asylee,Resident
28,2021,Spring,BIOE461,0101,,,,Female,22.0,Undergraduate,BIO ENGR,ENGR,White,Hispanic No,US Citizen,Resident
29,2021,Spring,BIOE461,0101,,,,Female,22.0,Undergraduate,BIO ENGR,ENGR,White,Hispanic No,US Citizen,Non-resident
30,2021,Spring,BIOE461,0101,,,,Female,22.0,Undergraduate,BIO ENGR,ENGR,Two or More,Hispanic No,US Citizen,Resident
31,2021,Spring,BIOE461,0101,,,,Female,22.0,Undergraduate,BIO ENGR,ENGR,White,Hispanic No,US Citizen,Resident
32,2021,Spring,BIOE461,0101,,,,Female,21.0,Undergraduate,BIO ENGR,ENGR,White,Hispanic No,US Citizen,Resident
33,2021,Spring,BIOE461,0101,,,,Male,22.0,Undergraduate,BIO ENGR,ENGR,White,Hispanic No,US Citizen,Resident
34,2021,Spring,BIOE461,0101,,,,Female,22.0,Undergraduate,BIO ENGR,ENGR,White,Hispanic No,US Citizen,Resident
35,2021,Spring,BIOE461,0101,,,,Female,21.0,Undergraduate,BIO ENGR,ENGR,Asian,Hispanic No,US Citizen,Resident
36,2021,Spring,BIOE461,0101,,,,Male,21.0,Undergraduate,BIO ENGR,ENGR,Asian,Hispanic No,US Citizen,Resident
37,2021,Spring,BIOE461,0101,,,,Female,22.0,Undergraduate,BIO ENGR,ENGR,White,Hispanic No,US Citizen,Resident
38,2021,Spring,BIOE461,0101,,,,Female,22.0,Undergraduate,BIO ENGR,ENGR,White,Hispanic No,US Citizen,Non-resident
39,2021,Spring,BIOE461,0101,,,,Female,22.0,Undergraduate,BIO ENGR,ENGR,Asian,Hispanic No,US Citizen,Resident
40,2021,Spring,BIOE461,0101,,,,Male,21.0,Undergraduate,BIO ENGR,ENGR,Asian,Hispanic No,US Citizen,Resident
41,2021,Spring,BIOE461,0101,,,,Male,21.0,Undergraduate,BIO ENGR,ENGR,Asian,Hispanic No,US Citizen,Resident
42,2021,Spring,BIOE461,0101,,,,Male,20.0,Undergraduate,BIO ENGR,ENGR,Black or African American,Hispanic No,US Citizen,Resident
43,2021,Spring,BIOE461,0101,,,,Male,21.0,Undergraduate,BIO ENGR,ENGR,Hispanic,Hispanic Yes,US Citizen,Resident
44,2021,Spring,BIOE461,0101,,,,Male,22.0,Undergraduate,BIO ENGR,ENGR,Asian,Hispanic No,US Citizen,Resident
45,2021,Spring,BIOE461,0101,,,,Female,21.0,Undergraduate,BIO ENGR,ENGR,Black or African American,Hispanic No,Perm Resdnt,Non-resident
46,2021,Spring,BIOE461,0101,,,,Male,21.0,Undergraduate,BIO ENGR,ENGR,White,Hispanic No,US Citizen,Resident
47,2021,Spring,BIOE461,0101,,,,Male,21.0,Undergraduate,BIO ENGR,ENGR,Asian,Hispanic No,Perm Resdnt,Resident
48,2021,Spring,BIOE461,0101,,,,Female,20.0,Undergraduate,BIO ENGR,ENGR,Two or More,Hispanic No,US Citizen,Resident
49,2021,Spring,BIOE461,0101,,,,Female,20.0,Undergraduate,BIO ENGR,ENGR,White,Hispanic No,US Citizen,Non-resident
50,2021,Spring,BIOE461,0101,,,,Female,20.0,Undergraduate,BIO ENGR,ENGR,White,Hispanic No,US Citizen,Resident
51,2021,Spring,BIOE461,0101,,,,Female,20.0,Undergraduate,BIO ENGR,ENGR,Unknown,Hispanic Unknown,US Citizen,Resident
52,2021,Spring,BIOE461,0101,,,,Female,21.0,Undergraduate,BIO ENGR,ENGR,White,Hispanic No,US Citizen,Non-resident
53,2021,Spring,BIOE461,0101,,,,Male,20.0,Undergraduate,BIO ENGR,ENGR,Hispanic,Hispanic Yes,US Citizen,Resident
54,2021,Spring,BIOE461,0101,,,,Female,20.0,Undergraduate,BIO ENGR,ENGR,Asian,Hispanic No,US Citizen,Resident
55,2021,Spring,BIOE461,0101,,,,Female,20.0,Undergraduate,BIO ENGR,ENGR,Asian,Hispanic No,US Citizen,Resident
56,2021,Spring,BIOE461,0101,,,,Female,21.0,Undergraduate,BIO ENGR,ENGR,White,Hispanic Unknown,US Citizen,Non-resident
57,2021,Spring,BIOE461,0101,,,,Female,20.0,Undergraduate,BIO ENGR,ENGR,White,Hispanic No,US Citizen,Resident
58,2021,Spring,BIOE461,0101,,,,Female,20.0,Undergraduate,BIO ENGR,ENGR,Asian,Hispanic No,US Citizen,Resident
59,2021,Spring,BIOE461,0101,,,,Male,20.0,Undergraduate,BIO ENGR,ENGR,White,Hispanic No,US Citizen,Resident
60,2021,Spring,BIOE461,0101,,,,Female,21.0,Undergraduate,BIO ENGR,ENGR,White,Hispanic No,US Citizen,Non-resident
61,2021,Spring,BIOE461,0101,,,,Male,21.0,Undergraduate,BIO ENGR,ENGR,Unknown,Hispanic No,US Citizen,Resident
62,2021,Spring,BIOE461,0101,,,,Female,20.0,Undergraduate,BIO ENGR,ENGR,White,Hispanic No,US Citizen,Resident
63,2021,Spring,BIOE461,0101,,,,Female,21.0,Undergraduate,BIO ENGR,ENGR,White,Hispanic No,US Citizen,Resident
64,2021,Spring,BIOE461,0101,,,,Female,22.0,Undergraduate,BIO ENGR,ENGR,White,Hispanic No,US Citizen,Non-resident
65,2021,Spring,BIOE461,0101,,,,Female,21.0,Undergraduate,BIO ENGR,ENGR,White,Hispanic No,US Citizen,Resident
66,2021,Spring,BIOE461,0101,,,,Female,20.0,Undergraduate,BIO ENGR,ENGR,White,Hispanic No,US Citizen,Resident
67,2021,Spring,BIOE461,0101,,,,Female,21.0,Undergraduate,BIO ENGR,ENGR,White,Hispanic No,US Citizen,Resident
68,2021,Spring,BIOE461,0101,,,,Male,20.0,Undergraduate,BIO ENGR,ENGR,White,Hispanic No,US Citizen,Non-resident
69,2021,Spring,BIOE461,0101,,,,Male,21.0,Undergraduate,BIO ENGR,ENGR,Asian,Hispanic No,US Citizen,Non-resident
70,2021,Spring,BIOE461,0101,,,,Male,21.0,Undergraduate,BIO ENGR,ENGR,White,Hispanic No,US Citizen,Resident
71,2021,Spring,BIOE461,0101,,,,Male,20.0,Undergraduate,BIO ENGR,ENGR,Asian,Hispanic No,US Citizen,Resident
72,2021,Spring,BIOE461,0101,,,,Female,21.0,Undergraduate,BIO ENGR,ENGR,Black or African American,Hispanic No,US Citizen,Resident
73,2021,Spring,BIOE461,0101,,,,Male,20.0,Undergraduate,BIO ENGR,ENGR,Asian,Hispanic No,"Dpnd H1, H2, etc",Resident
74,2021,Spring,BIOE461,0101,,,,Male,21.0,Undergraduate,BIO ENGR,ENGR,White,Hispanic No,US Citizen,Resident
75,2021,Spring,BIOE461,0101,,,,Male,20.0,Undergraduate,BIO ENGR,ENGR,Unknown,Hispanic Unknown,US Citizen,Resident
76,2021,Spring,BIOE461,0101,,,,Female,20.0,Undergraduate,BIO ENGR,ENGR,Black or African American,Hispanic No,US Citizen,Resident
77,2021,Spring,BIOE461,0101,,,,Male,20.0,Undergraduate,BIO ENGR,ENGR,Hispanic,Hispanic Yes,US Citizen,Resident
78,2021,Spring,BIOE461,0101,,,,Female,21.0,Undergraduate,BIO ENGR,ENGR,White,Hispanic No,US Citizen,Resident
79,2021,Spring,BIOE461,0101,,,,Female,20.0,Undergraduate,BIO ENGR,ENGR,White,Hispanic No,US Citizen,Resident
80,2021,Spring,BIOE461,0101,,,,Male,21.0,Undergraduate,BIO ENGR,ENGR,Asian,Hispanic No,US Citizen,Resident
81,2021,Spring,BIOE461,0101,,,,Female,20.0,Undergraduate,BIO ENGR,ENGR,White,Hispanic No,US Citizen,Resident
82,2021,Spring,BIOE461,0101,,,,Female,28.0,Undergraduate,BIO ENGR,ENGR,Black or African American,Hispanic No,Perm Resdnt,Resident
83,2021,Spring,BIOE461,0101,,,,Male,21.0,Undergraduate,BIO ENGR,ENGR,White,Hispanic No,US Citizen,Resident
84,2021,Spring,BIOE461,0101,,,,Male,22.0,Undergraduate,BIO ENGR,ENGR,Black or African American,Hispanic No,US Citizen,Resident
85,2021,Spring,BIOE461,0101,,,,Male,20.0,Undergraduate,BIO ENGR,ENGR,Asian,Hispanic No,US Citizen,Resident
86,2021,Spring,BIOE461,0101,,,,Male,19.0,Undergraduate,BIO ENGR,ENGR,Asian,Hispanic No,US Citizen,Resident
87,2021,Spring,BIOE461,0101,,,,Male,19.0,Undergraduate,BIO ENGR,ENGR,White,Hispanic No,US Citizen,Resident
88,2021,Spring,BIOE461,0101,,,,Male,50.0,Undergraduate,BIO ENGR,ENGR,Hispanic,Hispanic Yes,US Citizen,Resident
89,2021,Spring,BIOE461,0101,,,,Female,22.0,Undergraduate,BIO ENGR,ENGR,White,Hispanic No,US Citizen,Resident
90,2021,Spring,CCJS325,ESG1,,,,Female,22.0,Undergraduate,CRIM-JUSTICE,BSOS,Hispanic,Hispanic Yes,US Citizen,Resident
91,2021,Spring,CCJS325,ESG1,,,,Female,22.0,Undergraduate,CRIM-JUSTICE,BSOS,Black or African American,Hispanic No,US Citizen,Resident
92,2021,Spring,CCJS325,ESG1,,,,Female,21.0,Undergraduate,CRIM-JUSTICE,BSOS,White,Hispanic No,US Citizen,Non-resident
93,2021,Spring,CCJS325,ESG1,,,,Male,21.0,Undergraduate,PSYCHOLOGY,BSOS,Asian,Hispanic No,Forgn Student,Non-resident
94,2021,Spring,CCJS325,ESG1,,,,Male,22.0,Undergraduate,CRIM-JUSTICE,BSOS,Hispanic,Hispanic Yes,US Citizen,Resident
95,2021,Spring,CCJS325,ESG1,,,,Male,23.0,Undergraduate,CRIM-JUSTICE,BSOS,Black or African American,Hispanic No,US Citizen,Resident
96,2021,Spring,CCJS325,ESG1,,,,Male,21.0,Undergraduate,CRIM-JUSTICE,BSOS,Hispanic,Hispanic Yes,US Citizen,Resident
97,2021,Spring,CCJS325,ESG1,,,,Male,23.0,Undergraduate,CRIM-JUSTICE,BSOS,Asian,Hispanic No,Forgn Student,Non-resident
98,2021,Spring,CCJS325,ESG1,,,,Male,55.0,Undergraduate,CRIM-JUSTICE,BSOS,Black or African American,Hispanic No,US Citizen,Resident
99,2021,Spring,CCJS325,ESG1,,,,Male,20.0,Undergraduate,LTSC UNDECID,LTSC,Hispanic,Hispanic Yes,US Citizen,Non-resident
100,2021,Spring,CCJS325,ESG1,,,,Male,20.0,Undergraduate,LTSC UNDECID,LTSC,White,Hispanic No,US Citizen,Resident
101,2021,Spring,CCJS325,ESG1,,,,Female,27.0,Undergraduate,CRIM-JUSTICE,BSOS,Hispanic,Hispanic Yes,US Citizen,Resident
102,2021,Spring,CCJS325,ESG1,,,,Male,21.0,Undergraduate,CRIM-JUSTICE,BSOS,Two or More,Hispanic No,US Citizen,Resident
103,2021,Spring,CCJS325,ESG1,,,,Female,21.0,Undergraduate,COMM,ARHU,Hispanic,Hispanic Yes,US Citizen,Resident
104,2021,Spring,CCJS325,ESG1,,,,Female,23.0,Undergraduate,CRIM-JUSTICE,BSOS,Hispanic,Hispanic Yes,US Citizen,Resident
105,2021,Spring,CCJS325,ESG1,,,,Female,23.0,Undergraduate,CRIM-JUSTICE,BSOS,Black or African American,Hispanic No,US Citizen,Resident
106,2021,Spring,CCJS325,ESG1,,,,Female,23.0,Undergraduate,COMM,ARHU,Asian,Hispanic No,Perm Resdnt,Resident
107,2021,Spring,CCJS325,ESG1,,,,Female,20.0,Undergraduate,LTSC,LTSC,White,Hispanic No,US Citizen,Resident
108,2021,Spring,CCJS325,ESG1,,,,Male,22.0,Undergraduate,CRIM-JUSTICE,BSOS,Two or More,Hispanic No,US Citizen,Resident
109,2021,Spring,CCJS325,ESG1,,,,Female,20.0,Undergraduate,CRIM-JUSTICE,BSOS,Hispanic,Hispanic Yes,US Citizen,Resident
110,2021,Spring,CCJS325,ESG1,,,,Female,21.0,Undergraduate,CRIM-JUSTICE,BSOS,Hispanic,Hispanic Yes,US Citizen,Resident
111,2021,Spring,CCJS325,ESG1,,,,Female,22.0,Undergraduate,CRIM-JUSTICE,BSOS,Black or African American,Hispanic No,US Citizen,Resident
112,2021,Spring,CCJS325,ESG1,,,,Male,21.0,Undergraduate,CRIM-JUSTICE,BSOS,Hispanic,Hispanic Yes,Perm Resdnt,Resident
113,2021,Spring,CCJS325,ESG1,,,,Female,23.0,Undergraduate,CRIM-JUSTICE,BSOS,Black or African American,Hispanic No,US Citizen,Non-resident
114,2021,Spring,CCJS325,ESG1,,,,Male,28.0,Undergraduate,CRIM-JUSTICE,BSOS,Hispanic,Hispanic Yes,US Citizen,Resident
115,2021,Spring,CCJS325,ESG1,,,,Male,23.0,Undergraduate,CRIM-JUSTICE,BSOS,Asian,Hispanic No,US Citizen,Resident
116,2021,Spring,CCJS325,ESG1,,,,Female,21.0,Undergraduate,PSYCHOLOGY,BSOS,White,Hispanic No,US Citizen,Resident
117,2021,Spring,CCJS325,ESG1,,,,Female,30.0,Undergraduate,CRIM-JUSTICE,BSOS,Hispanic,Hispanic Yes,US Citizen,Resident
118,2021,Spring,CCJS325,ESG1,,,,Female,23.0,Undergraduate,CRIM-JUSTICE,BSOS,Hispanic,Hispanic Yes,US Citizen,Resident
119,2021,Spring,CCJS325,ESG1,,,,Male,21.0,Undergraduate,CRIM-JUSTICE,BSOS,White,Hispanic No,US Citizen,Resident
120,2021,Spring,CCJS325,ESG1,,,,Female,52.0,Undergraduate,CRIM-JUSTICE,BSOS,White,Hispanic No,US Citizen,Resident
121,2021,Spring,CCJS325,ESG1,,,,Female,24.0,Undergraduate,CRIM-JUSTICE,BSOS,Hispanic,Hispanic Yes,US Citizen,Resident
122,2021,Spring,CCJS325,ESG1,,,,Female,19.0,Undergraduate,BTAA RU,SPEC,Black or African American,Hispanic No,US Citizen,Resident except for admissions
123,2021,Spring,CCJS325,ESG1,,,,Female,25.0,Undergraduate,CRIM-JUSTICE,BSOS,Hispanic,Hispanic Yes,US Citizen,Resident
124,2021,Spring,CCJS325,ESG1,,,,Female,20.0,Undergraduate,CRIM-JUSTICE,BSOS,Hispanic,Hispanic Yes,US Citizen,Resident
125,2021,Spring,CCJS325,ESG1,,,,Male,23.0,Undergraduate,CRIM-JUSTICE,BSOS,Hispanic,Hispanic Yes,US Citizen,Resident
126,2021,Spring,CCJS325,ESG1,,,,Female,20.0,Undergraduate,CRIM-JUSTICE,BSOS,Hispanic,Hispanic Yes,US Citizen,Resident
127,2021,Spring,CCJS325,ESG1,,,,Male,21.0,Undergraduate,CRIM-JUSTICE,BSOS,Hispanic,Hispanic Yes,Pndg Dt Vsa Ct,Non-resident
128,2021,Spring,CCJS325,ESG1,,,,Female,26.0,Undergraduate,CRIM-JUSTICE,BSOS,Hispanic,Hispanic Yes,Perm Resdnt,Resident
129,2021,Spring,CPSS225,201,,,,Male,20.0,Undergraduate,ENGR-MECH,ENGR,White,Hispanic No,US Citizen,Non-resident
130,2021,Spring,CPSS225,201,,,,Male,19.0,Undergraduate,COMPUTER SCI,CMNS,White,Hispanic No,US Citizen,Resident
131,2021,Spring,CPSS225,201,,,,Male,20.0,Undergraduate,ENGR-MECH,ENGR,White,Hispanic No,US Citizen,Non-resident
132,2021,Spring,CPSS225,201,,,,Male,19.0,Undergraduate,COMPUTER SCI,CMNS,Black or African American,Hispanic Unknown,US Citizen,Resident
133,2021,Spring,CPSS225,201,,,,Male,19.0,Undergraduate,ENGR-MECH,ENGR,Two or More,Hispanic No,US Citizen,Resident
134,2021,Spring,CPSS225,201,,,,Female,20.0,Undergraduate,ENGR-CIVIL,ENGR,Black or African American,Hispanic No,US Citizen,Resident
